Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2978279 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.976734233419499e-05)	(4, 1.976734233419499e-05)	(5, 1.976734233419499e-05)	(6, 1.976734233419499e-05)	(7, 1.976734233419499e-05)	(8, 5.930202700258498e-05)	(9, 9.883671167097496e-05)	(10, 0.00011860405400516996)	(11, 0.00013837139633936495)	(12, 0.00015813873867355992)	(13, 0.00017790608100775492)	(14, 0.00019767342334194992)	(15, 0.00019767342334194992)	(16, 0.00019767342334194992)	(17, 0.00021744076567614492)	(18, 0.0002767427926787299)	(19, 0.00031627747734711985)	(20, 0.00031627747734711985)	(21, 0.00035581216201550984)	(22, 0.00043488153135228983)	(23, 0.0006325549546942397)	(24, 0.0009290650897071646)	(25, 0.0009685997743755546)	(26, 0.0012651099093884794)	(27, 0.0016604567560723792)	(28, 0.002293011710766619)	(29, 0.0037162603588286585)	(30, 0.0057720639615849376)	(31, 0.0106545975181311)	(32, 0.0169801470650735)	(33, 0.023819647512704965)	(34, 0.03206262926606428)	(35, 0.041788161694488214)	(36, 0.054617166869380764)	(37, 0.06987755515137929)	(38, 0.08867629771119874)	(39, 0.11196222698088043)	(40, 0.11196222698088043)
SRR2978281 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.111720409016977e-05)	(5, 4.14896054535597e-05)	(6, 4.14896054535597e-05)	(7, 5.1862006816949626e-05)	(8, 5.1862006816949626e-05)	(9, 8.29792109071194e-05)	(10, 0.0001244688163606791)	(11, 0.00014521361908745894)	(12, 0.0001659584218142388)	(13, 0.0002074480272677985)	(14, 0.00023856523135796828)	(15, 0.0002489376327213582)	(16, 0.0002489376327213582)	(17, 0.00028005483681152796)	(18, 0.0003630340477186474)	(19, 0.0003734064490820373)	(20, 0.00039415125180881715)	(21, 0.0004460132586257668)	(22, 0.0005082476668061063)	(23, 0.000549737272259666)	(24, 0.0007053232927105149)	(25, 0.0007779301022542444)	(26, 0.0009231437213417034)	(27, 0.001099474544519332)	(28, 0.001659584218142388)	(29, 0.0024478867217600222)	(30, 0.004304546565806819)	(31, 0.008660955138430588)	(32, 0.01380566621467199)	(33, 0.01960383857680696)	(34, 0.026823029925726345)	(35, 0.035421750655976594)	(36, 0.046738040543435)	(37, 0.06175727771762361)	(38, 0.08063504819899328)	(39, 0.1005915484221555)	(40, 0.1005915484221555)
SRR2978283 - nextera_transposase_sequence	(1, 0.0)	(2, 3.918825449636235e-05)	(3, 3.918825449636235e-05)	(4, 3.918825449636235e-05)	(5, 5.878238174454352e-05)	(6, 5.878238174454352e-05)	(7, 9.797063624090588e-05)	(8, 9.797063624090588e-05)	(9, 0.00011756476348908704)	(10, 0.00011756476348908704)	(11, 0.00011756476348908704)	(12, 0.00011756476348908704)	(13, 0.00011756476348908704)	(14, 0.00013715889073726822)	(15, 0.00013715889073726822)	(16, 0.00013715889073726822)	(17, 0.0001567530179854494)	(18, 0.0001567530179854494)	(19, 0.00019594127248181176)	(20, 0.00019594127248181176)	(21, 0.0003135060359708988)	(22, 0.0004114766722118047)	(23, 0.0004702590539563482)	(24, 0.0006857944536863411)	(25, 0.0008621415989199717)	(26, 0.0010972711258981458)	(27, 0.0012540241438835952)	(28, 0.002037789233810842)	(29, 0.003389784013935343)	(30, 0.005525543883987092)	(31, 0.010796364113747828)	(32, 0.017419179123633066)	(33, 0.02402240000627012)	(34, 0.03383905775760889)	(35, 0.04526243394329851)	(36, 0.05874319349004716)	(37, 0.07786706168427199)	(38, 0.10016517849270216)	(39, 0.12538282026111133)	(40, 0.12538282026111133)
SRR2978284 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 1.0979585437204897e-05)	(8, 1.0979585437204897e-05)	(9, 1.0979585437204897e-05)	(10, 2.1959170874409793e-05)	(11, 2.1959170874409793e-05)	(12, 4.391834174881959e-05)	(13, 4.391834174881959e-05)	(14, 5.4897927186024484e-05)	(15, 6.587751262322938e-05)	(16, 7.685709806043427e-05)	(17, 8.783668349763917e-05)	(18, 0.00010979585437204897)	(19, 0.00012077543980925386)	(20, 0.00014273461068366365)	(21, 0.00018665295243248324)	(22, 0.00024155087961850771)	(23, 0.00031840797767894197)	(24, 0.0004282038320509909)	(25, 0.0004940813446742203)	(26, 0.0006807342971067036)	(27, 0.0010211014456600553)	(28, 0.0016249786447063246)	(29, 0.0025911821631803555)	(30, 0.00423811997876109)	(31, 0.008662892909954664)	(32, 0.014339338580989595)	(33, 0.02101492652681017)	(34, 0.02850300379498391)	(35, 0.03818699815059863)	(36, 0.04994613415384507)	(37, 0.06555910464555044)	(38, 0.08469652206259858)	(39, 0.10601887698165048)	(40, 0.10601887698165048)
SRR2978286 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.428108313446925e-05)	(4, 1.428108313446925e-05)	(5, 2.85621662689385e-05)	(6, 2.85621662689385e-05)	(7, 2.85621662689385e-05)	(8, 4.284324940340775e-05)	(9, 7.140541567234626e-05)	(10, 7.140541567234626e-05)	(11, 8.56864988068155e-05)	(12, 8.56864988068155e-05)	(13, 8.56864988068155e-05)	(14, 9.996758194128475e-05)	(15, 0.000114248665075754)	(16, 0.000114248665075754)	(17, 0.000114248665075754)	(18, 0.00012852974821022325)	(19, 0.00014281083134469252)	(20, 0.00015709191447916177)	(21, 0.0001999351638825695)	(22, 0.00024277841328597727)	(23, 0.0002999027458238543)	(24, 0.0004284324940340775)	(25, 0.00048555682657195454)	(26, 0.000685491990454524)	(27, 0.0008425839049336858)	(28, 0.001428108313446925)	(29, 0.0022992543846495493)	(30, 0.004084389776458206)	(31, 0.00819734171918535)	(32, 0.01370983980909048)	(33, 0.020507635381097844)	(34, 0.02914769067745174)	(35, 0.038844546125756364)	(36, 0.05145474253349271)	(37, 0.06767805297424978)	(38, 0.08808572077340633)	(39, 0.1090931940642106)	(40, 0.1090931940642106)
SRR2978288 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.0495600139465535e-05)	(5, 1.0495600139465535e-05)	(6, 1.0495600139465535e-05)	(7, 1.0495600139465535e-05)	(8, 1.0495600139465535e-05)	(9, 2.099120027893107e-05)	(10, 2.099120027893107e-05)	(11, 3.1486800418396605e-05)	(12, 4.198240055786214e-05)	(13, 4.198240055786214e-05)	(14, 5.2478000697327675e-05)	(15, 5.2478000697327675e-05)	(16, 5.2478000697327675e-05)	(17, 5.2478000697327675e-05)	(18, 6.297360083679321e-05)	(19, 6.297360083679321e-05)	(20, 7.346920097625874e-05)	(21, 0.00010495600139465535)	(22, 0.00016792960223144856)	(23, 0.00028338120376556944)	(24, 0.00044081520585755247)	(25, 0.0005352756071127422)	(26, 0.0006927096092047253)	(27, 0.0009236128122729671)	(28, 0.001532357620361968)	(29, 0.0026134044347269183)	(30, 0.004565586060667507)	(31, 0.009036711720079825)	(32, 0.014630866594414956)	(33, 0.021494989085625416)	(34, 0.029387680390503497)	(35, 0.03882322491588301)	(36, 0.05106109467849983)	(37, 0.06799049770345773)	(38, 0.08817353677164996)	(39, 0.11051866946857208)	(40, 0.11051866946857208)
SRR2978289 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.429660421338082e-05)	(4, 4.288981264014246e-05)	(5, 4.288981264014246e-05)	(6, 4.288981264014246e-05)	(7, 5.718641685352328e-05)	(8, 5.718641685352328e-05)	(9, 0.0001286694379204274)	(10, 0.0001286694379204274)	(11, 0.00017155925056056985)	(12, 0.00017155925056056985)	(13, 0.00017155925056056985)	(14, 0.0002001524589873315)	(15, 0.00021444906320071232)	(16, 0.00022874566741409313)	(17, 0.00022874566741409313)	(18, 0.0002573388758408548)	(19, 0.0002859320842676164)	(20, 0.00030022868848099724)	(21, 0.00037171170954790133)	(22, 0.0005003811474683287)	(23, 0.0006147539811753753)	(24, 0.000957872482296515)	(25, 0.001115135128643704)	(26, 0.001515440046618367)	(27, 0.001758482318245841)	(28, 0.0028307276342494025)	(29, 0.0043175744724410076)	(30, 0.0070196326687699834)	(31, 0.013167172480523737)	(32, 0.02035836439985429)	(33, 0.02945100467956449)	(34, 0.04015916123538672)	(35, 0.052797359360015374)	(36, 0.06825198851468003)	(37, 0.08813856497549276)	(38, 0.11355792726688387)	(39, 0.14092162773129474)	(40, 0.14092162773129474)
SRR2978290 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.7412496112660243e-05)	(4, 3.4824992225320485e-05)	(5, 5.223748833798073e-05)	(6, 6.964998445064097e-05)	(7, 8.706248056330122e-05)	(8, 8.706248056330122e-05)	(9, 0.00013929996890128194)	(10, 0.00013929996890128194)	(11, 0.0001567124650139422)	(12, 0.0001567124650139422)	(13, 0.0001567124650139422)	(14, 0.00019153745723926268)	(15, 0.00022636244946458315)	(16, 0.0002437749455772434)	(17, 0.0002785999378025639)	(18, 0.0002785999378025639)	(19, 0.0002785999378025639)	(20, 0.0002785999378025639)	(21, 0.0003134249300278844)	(22, 0.00034824992225320487)	(23, 0.0004527248989291663)	(24, 0.0006094373639431085)	(25, 0.0006790873483937495)	(26, 0.0009054497978583326)	(27, 0.0011318122473229159)	(28, 0.002002437052955928)	(29, 0.003238724276954805)	(30, 0.005293398818248714)	(31, 0.010795747589849351)	(32, 0.01661152129147787)	(33, 0.023245682310401423)	(34, 0.03078529312718331)	(35, 0.0403795784852591)	(36, 0.05317776312806438)	(37, 0.06989375939621821)	(38, 0.0901793173674674)	(39, 0.11359912463899542)	(40, 0.11359912463899542)
SRR2978291 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 1.555846810078402e-05)	(13, 4.6675404302352064e-05)	(14, 4.6675404302352064e-05)	(15, 4.6675404302352064e-05)	(16, 6.223387240313609e-05)	(17, 7.779234050392011e-05)	(18, 7.779234050392011e-05)	(19, 7.779234050392011e-05)	(20, 9.335080860470413e-05)	(21, 0.0001400262129070562)	(22, 0.00017114314910862425)	(23, 0.00029561089391489645)	(24, 0.000637897192132145)	(25, 0.000746806468837633)	(26, 0.0009023911498454733)	(27, 0.0012291189799619377)	(28, 0.0019759254487995708)	(29, 0.0031894859606607247)	(30, 0.00533655455856892)	(31, 0.01121765550066528)	(32, 0.01736325040047497)	(33, 0.024613496535440323)	(34, 0.033839668119205246)	(35, 0.04552407766289405)	(36, 0.05963560823030516)	(37, 0.07807239292973422)	(38, 0.09966754665362244)	(39, 0.12242958548506948)	(40, 0.12242958548506948)
SRR2978295 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.3397880303332906e-05)	(5, 3.3397880303332906e-05)	(6, 5.009682045499936e-05)	(7, 6.679576060666581e-05)	(8, 6.679576060666581e-05)	(9, 0.00010019364090999872)	(10, 0.00011689258106166518)	(11, 0.00013359152121333162)	(12, 0.00013359152121333162)	(13, 0.0001502904613649981)	(14, 0.0001502904613649981)	(15, 0.00016698940151666454)	(16, 0.000183688341668331)	(17, 0.000183688341668331)	(18, 0.000183688341668331)	(19, 0.000183688341668331)	(20, 0.00020038728181999744)	(21, 0.00025048410227499683)	(22, 0.0003172798628816626)	(23, 0.00051766714470166)	(24, 0.000701355486369991)	(25, 0.0007848501871283234)	(26, 0.0011188289901616524)	(27, 0.001402710972739982)	(28, 0.0023378516212333037)	(29, 0.0036236700129116204)	(30, 0.006111812095509922)	(31, 0.013008474378148168)	(32, 0.020856976249431402)	(33, 0.03022508167451628)	(34, 0.041045994892796145)	(35, 0.055123201440650964)	(36, 0.07160505537034575)	(37, 0.09222824645765383)	(38, 0.11824519521395016)	(39, 0.14668349029223812)	(40, 0.14668349029223812)
SRR2978296 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.0246378263906949e-05)	(4, 1.0246378263906949e-05)	(5, 1.0246378263906949e-05)	(6, 1.0246378263906949e-05)	(7, 1.0246378263906949e-05)	(8, 1.0246378263906949e-05)	(9, 0.0001741884304864181)	(10, 0.00018443480875032507)	(11, 0.0002151739435420459)	(12, 0.0002151739435420459)	(13, 0.0002151739435420459)	(14, 0.0002459130783337668)	(15, 0.0002766522131254876)	(16, 0.0002971449696533015)	(17, 0.0002971449696533015)	(18, 0.0002971449696533015)	(19, 0.0003176377261811154)	(20, 0.0003176377261811154)	(21, 0.00044059426534799877)	(22, 0.0005533044262509752)	(23, 0.0006455218306261378)	(24, 0.0009119276654877184)	(25, 0.0010963624742380434)	(26, 0.0013217827960439962)	(27, 0.0015369567395860423)	(28, 0.002141493057156552)	(29, 0.003299333800978037)	(30, 0.005307623940703799)	(31, 0.010318102911754296)	(32, 0.016301987817875955)	(33, 0.02290065541983203)	(34, 0.03115923630054103)	(35, 0.04160029575146221)	(36, 0.05454147149877669)	(37, 0.07150947390380659)	(38, 0.09167434632717547)	(39, 0.11526150909068926)	(40, 0.11526150909068926)
SRR2978298 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.4236823001694608e-05)	(5, 2.8473646003389216e-05)	(6, 4.271046900508383e-05)	(7, 5.694729200677843e-05)	(8, 7.118411500847304e-05)	(9, 7.118411500847304e-05)	(10, 7.118411500847304e-05)	(11, 7.118411500847304e-05)	(12, 8.542093801016766e-05)	(13, 0.00011389458401355687)	(14, 0.00012813140701525147)	(15, 0.00012813140701525147)	(16, 0.00012813140701525147)	(17, 0.00014236823001694609)	(18, 0.00017084187602033532)	(19, 0.0001850786990220299)	(20, 0.00024202599102880835)	(21, 0.00041286786704914367)	(22, 0.0005552360970660897)	(23, 0.0008684462031033712)	(24, 0.0012243667781457364)	(25, 0.0014094454771677663)	(26, 0.0019077342822270776)	(27, 0.0022494180342677484)	(28, 0.003103627414369425)	(29, 0.004854756643577862)	(30, 0.007673647597913395)	(31, 0.01380971831164377)	(32, 0.02094236663549277)	(33, 0.0287868561094265)	(34, 0.0393505787766839)	(35, 0.05237727182323447)	(36, 0.06758219878904431)	(37, 0.08823982896450319)	(38, 0.11342476885450095)	(39, 0.14056015349573087)	(40, 0.14056015349573087)
SRR2978299 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.197378065817406e-05)	(5, 6.995630109695678e-05)	(6, 6.995630109695678e-05)	(7, 8.394756131634813e-05)	(8, 8.394756131634813e-05)	(9, 0.00018188638285208762)	(10, 0.00023785142372965303)	(11, 0.0002518426839490444)	(12, 0.0002518426839490444)	(13, 0.0003078077248266098)	(14, 0.00037776402592356657)	(15, 0.00037776402592356657)	(16, 0.00037776402592356657)	(17, 0.00037776402592356657)	(18, 0.00037776402592356657)	(19, 0.0004057465463623493)	(20, 0.000433729066801132)	(21, 0.00047570284745930607)	(22, 0.0005876329292144369)	(23, 0.0007275455314083505)	(24, 0.0009514056949186121)	(25, 0.0010493445164543515)	(26, 0.0013711435015003528)	(27, 0.0017069337467657453)	(28, 0.002714304482561923)	(29, 0.004057465463623493)	(30, 0.006030233154557674)	(31, 0.01074528784849256)	(32, 0.01725122385050954)	(33, 0.024316810261302176)	(34, 0.03356503326631986)	(35, 0.04443624245678694)	(36, 0.0572942105984076)	(37, 0.07496517225549888)	(38, 0.09624587904919313)	(39, 0.1199330826006227)	(40, 0.1199330826006227)
SRR2978300 - nextera_transposase_sequence	(1, 1.1578096926733107e-05)	(2, 1.1578096926733107e-05)	(3, 3.473429078019933e-05)	(4, 4.631238770693243e-05)	(5, 4.631238770693243e-05)	(6, 4.631238770693243e-05)	(7, 5.789048463366554e-05)	(8, 5.789048463366554e-05)	(9, 6.946858156039865e-05)	(10, 0.00010420287234059797)	(11, 0.00010420287234059797)	(12, 0.00010420287234059797)	(13, 0.00010420287234059797)	(14, 0.00010420287234059797)	(15, 0.00011578096926733108)	(16, 0.00012735906619406418)	(17, 0.0001505152600475304)	(18, 0.0001620933569742635)	(19, 0.00020840574468119593)	(20, 0.00021998384160792906)	(21, 0.0002778743262415946)	(22, 0.000324186713948527)	(23, 0.0004631238770693243)	(24, 0.0006599515248237872)	(25, 0.000752576300237652)	(26, 0.0010304506264792465)	(27, 0.001285168758867375)	(28, 0.002060901252958493)	(29, 0.003334491914899135)	(30, 0.005545908427905159)	(31, 0.01068658346337466)	(32, 0.0170661148700046)	(33, 0.024615034066234588)	(34, 0.03321756008279729)	(35, 0.04375362828612441)	(36, 0.05711475213957442)	(37, 0.07481766234054935)	(38, 0.0960287359103244)	(39, 0.12037747374724413)	(40, 0.12037747374724413)
SRR2978301 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.2560388779201805e-05)	(4, 2.512077755840361e-05)	(5, 2.512077755840361e-05)	(6, 2.512077755840361e-05)	(7, 2.512077755840361e-05)	(8, 2.512077755840361e-05)	(9, 5.024155511680722e-05)	(10, 5.024155511680722e-05)	(11, 5.024155511680722e-05)	(12, 5.024155511680722e-05)	(13, 6.280194389600903e-05)	(14, 6.280194389600903e-05)	(15, 7.536233267521083e-05)	(16, 7.536233267521083e-05)	(17, 0.00011304349901281624)	(18, 0.00013816427657121987)	(19, 0.00016328505412962346)	(20, 0.00020096622046722888)	(21, 0.00022608699802563248)	(22, 0.00033913049703844874)	(23, 0.00041449282971365957)	(24, 0.0006280194389600902)	(25, 0.0007033817716353011)	(26, 0.0010048311023361444)	(27, 0.0013314012105953912)	(28, 0.0020975849261267014)	(29, 0.003353623804046882)	(30, 0.0054386483413943814)	(31, 0.010827055127671955)	(32, 0.017170051461168866)	(33, 0.02400290295705465)	(34, 0.03327246987610558)	(35, 0.04479034638663364)	(36, 0.05879517987544365)	(37, 0.0778995312086096)	(38, 0.09991789273855035)	(39, 0.12453625474578589)	(40, 0.12453625474578589)
SRR2978302 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.705095249785114e-05)	(4, 2.705095249785114e-05)	(5, 2.705095249785114e-05)	(6, 2.705095249785114e-05)	(7, 2.705095249785114e-05)	(8, 4.057642874677671e-05)	(9, 5.410190499570228e-05)	(10, 8.115285749355342e-05)	(11, 8.115285749355342e-05)	(12, 9.4678333742479e-05)	(13, 9.4678333742479e-05)	(14, 9.4678333742479e-05)	(15, 0.00010820380999140456)	(16, 0.00010820380999140456)	(17, 0.00010820380999140456)	(18, 0.0001352547624892557)	(19, 0.0001758311912360324)	(20, 0.00020288214373388356)	(21, 0.0002299330962317347)	(22, 0.00039223881121884155)	(23, 0.0006492228599484273)	(24, 0.0010008852424204923)	(25, 0.00106851262366512)	(26, 0.0013931240536393338)	(27, 0.001825939293604952)	(28, 0.0029350283460168485)	(29, 0.00522083383208527)	(30, 0.008832135990548396)	(31, 0.017136778407388698)	(32, 0.02686159583036618)	(33, 0.03716800873204747)	(34, 0.050571755694732705)	(35, 0.06599079861850786)	(36, 0.08577857037068597)	(37, 0.11196389238860587)	(38, 0.14258557061617336)	(39, 0.17595292052227274)	(40, 0.17595292052227274)
SRR2978303 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 2.4185188893580817e-05)	(12, 2.4185188893580817e-05)	(13, 2.4185188893580817e-05)	(14, 2.4185188893580817e-05)	(15, 2.4185188893580817e-05)	(16, 2.4185188893580817e-05)	(17, 2.4185188893580817e-05)	(18, 2.4185188893580817e-05)	(19, 4.8370377787161634e-05)	(20, 9.674075557432327e-05)	(21, 0.0001451111333614849)	(22, 0.00038696302229729307)	(23, 0.0005562593445523588)	(24, 0.0011608890668918792)	(25, 0.0012818150113597833)	(26, 0.0018864447336993037)	(27, 0.0022975929448901776)	(28, 0.003192444933952668)	(29, 0.004377519189738128)	(30, 0.006941149212457694)	(31, 0.011729816613386696)	(32, 0.019057928848141684)	(33, 0.02633767070510951)	(34, 0.0349234127623307)	(35, 0.04343659925287115)	(36, 0.05528734181072575)	(37, 0.07049982562478807)	(38, 0.09028331013973719)	(39, 0.11601635112250717)	(40, 0.11601635112250717)
SRR2978304 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 1.2492754202562514e-05)	(13, 3.747826260768754e-05)	(14, 3.747826260768754e-05)	(15, 8.74492794179376e-05)	(16, 8.74492794179376e-05)	(17, 8.74492794179376e-05)	(18, 8.74492794179376e-05)	(19, 9.994203362050011e-05)	(20, 9.994203362050011e-05)	(21, 0.00016240580463331268)	(22, 0.0002498550840512503)	(23, 0.00042475364288712547)	(24, 0.0007370724979511883)	(25, 0.000924463810989626)	(26, 0.0011868116492434388)	(27, 0.0014616522416998142)	(28, 0.0023861160526894402)	(29, 0.00412260888684563)	(30, 0.006983449599232445)	(31, 0.01296747886225989)	(32, 0.020613044434228147)	(33, 0.029145595554578345)	(34, 0.039127306162425796)	(35, 0.05127026324731656)	(36, 0.06597423494373264)	(37, 0.08557536628755322)	(38, 0.11076075875991925)	(39, 0.1381698614803414)	(40, 0.1381698614803414)
SRR2978306 - nextera_transposase_sequence	(1, 0.0)	(2, 1.5846034854621346e-05)	(3, 3.169206970924269e-05)	(4, 3.169206970924269e-05)	(5, 3.169206970924269e-05)	(6, 3.169206970924269e-05)	(7, 4.7538104563864035e-05)	(8, 0.00015846034854621345)	(9, 0.00023769052281932018)	(10, 0.00025353655767394154)	(11, 0.00026938259252856287)	(12, 0.00026938259252856287)	(13, 0.0002852286273831842)	(14, 0.0002852286273831842)	(15, 0.0002852286273831842)	(16, 0.0003169206970924269)	(17, 0.00033276673194704824)	(18, 0.00033276673194704824)	(19, 0.0003486127668016696)	(20, 0.0003486127668016696)	(21, 0.0003803048365109123)	(22, 0.0004278429410747763)	(23, 0.0005863032896209898)	(24, 0.0007447636381672033)	(25, 0.0007923017427310673)	(26, 0.0010458383004050087)	(27, 0.0013152208929335717)	(28, 0.0020916766008100174)	(29, 0.0033752054240343467)	(30, 0.005324267711152772)	(31, 0.009919617818992962)	(32, 0.01519634742558187)	(33, 0.02143968515830268)	(34, 0.029426086725031837)	(35, 0.03932985850917018)	(36, 0.05241868329908741)	(37, 0.06853410074623732)	(38, 0.08689965514274346)	(39, 0.10749950045375121)	(40, 0.10749950045375121)
