Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1041992 - nextera_transposase_sequence	(1, 3.5597103439961686e-05)	(2, 7.119420687992337e-05)	(3, 8.305990802657727e-05)	(4, 0.00010679131031988506)	(5, 0.0003085082298130013)	(6, 0.00043903094242619413)	(7, 0.0004983594481594636)	(8, 0.0006526135630659643)	(9, 0.0006763449653592721)	(10, 0.0009967188963189272)	(11, 0.001020450298612235)	(12, 0.0010916445054921585)	(13, 0.001257764321545313)	(14, 0.0015069440456250448)	(15, 0.0017442580685581228)	(16, 0.0018629150800246617)	(17, 0.001957840689197893)	(18, 0.002088363401811086)	(19, 0.002195154712130971)	(20, 0.002942693884370166)	(21, 0.005363296918287561)	(22, 0.00569553655039387)	(23, 0.006087104688233449)	(24, 0.006775315354739375)	(25, 0.0073092719063388)	(26, 0.010085845974655812)	(27, 0.019388555673632468)	(28, 0.049444376678106784)	(29, 0.10816773165289692)	(30, 0.18083328547500538)	(31, 0.29603737790786805)	(32, 0.43339473438153353)
ERR1041993 - nextera_transposase_sequence	(1, 9.246349566875302e-05)	(2, 0.0001232846608916707)	(3, 0.00015410582611458836)	(4, 0.0006164233044583534)	(5, 0.00265062020917092)	(6, 0.0027944523135445356)	(7, 0.002907463252695234)	(8, 0.003041021635327877)	(9, 0.0031745800179605204)	(10, 0.00353416027889456)	(11, 0.0037088135484910933)	(12, 0.0037601821571959563)	(13, 0.003862919374605682)	(14, 0.0039553828702744345)	(15, 0.0040375726442022156)	(16, 0.004088941252907078)	(17, 0.004130036139870968)	(18, 0.004181404748575831)	(19, 0.004325236852949447)	(20, 0.004602627339955706)	(21, 0.00521905064441406)	(22, 0.00574301045320366)	(23, 0.006123138157619644)	(24, 0.006924488453415504)	(25, 0.007489543149168994)	(26, 0.009133338627724604)	(27, 0.016838629933454023)	(28, 0.03998532501586519)	(29, 0.07634402625716707)	(30, 0.12478462426585268)	(31, 0.25916490463777375)	(32, 0.4056887241075244)
ERR1041994 - nextera_transposase_sequence	(1, 9.557076239770478e-05)	(2, 0.0001274276831969397)	(3, 0.00015928460399617462)	(4, 0.00036104510239132914)	(5, 0.0015185132247635313)	(6, 0.001614083987161236)	(7, 0.001635321934360726)	(8, 0.0017946065383569007)	(9, 0.0020176049839515453)	(10, 0.002506077769539814)	(11, 0.002675981347135734)	(12, 0.0027715521095334384)	(13, 0.002930836713529613)	(14, 0.0030476454231268078)	(15, 0.003100740291125533)	(16, 0.0031644541327240025)	(17, 0.0032069300271229824)	(18, 0.003260024895121707)	(19, 0.0032918818159209423)	(20, 0.003652926918312271)	(21, 0.004449349938293145)	(22, 0.004640491463088554)	(23, 0.004799776067084729)	(24, 0.005065250407078353)	(25, 0.005617437034265092)	(26, 0.007093474364629643)	(27, 0.012020678114911311)	(28, 0.025835962768179524)	(29, 0.04802961759164652)	(30, 0.07451333774941049)	(31, 0.14112615914061072)	(32, 0.22425148447941437)
ERR1041997 - nextera_transposase_sequence	(1, 2.2681476763734315e-05)	(2, 4.536295352746863e-05)	(3, 5.6703691909335784e-05)	(4, 0.00013608886058240588)	(5, 0.0006464220877664279)	(6, 0.0007258072564394981)	(7, 0.0007711702099669667)	(8, 0.0008845775937856383)	(9, 0.0008959183321675054)	(10, 0.0010433479311317785)	(11, 0.0010546886695136457)	(12, 0.001088710884659247)	(13, 0.0011340738381867158)	(14, 0.0011907775300960515)	(15, 0.00123614048362352)	(16, 0.0012928441755328559)	(17, 0.0013155256522965903)	(18, 0.0013495478674421916)	(19, 0.0013722293442059261)	(20, 0.0015536811583158005)	(21, 0.0019165847865355496)	(22, 0.001961947740063018)	(23, 0.0020413329087360884)	(24, 0.0021433995541728927)	(25, 0.002245466199609697)	(26, 0.002665073519738782)	(27, 0.004887858242584745)	(28, 0.01264492329578188)	(29, 0.02473415041085227)	(30, 0.038751303050840076)	(31, 0.0709930222704884)	(32, 0.10923399209414446)
ERR1041999 - illumina_universal_adapter	(1, 0.0002878360200179034)	(2, 0.003980077380247561)	(3, 0.0055185112803432515)	(4, 0.005994929520372885)	(5, 0.023245239961445854)	(6, 0.03431203866213421)	(7, 0.039086146442431156)	(8, 0.05272361856327941)	(9, 0.055740934083467086)	(10, 0.0841672224052352)	(11, 0.08986439052558956)	(12, 0.09433081152586738)	(13, 0.10241007084636991)	(14, 0.12016657566747437)	(15, 0.13140210582817322)	(16, 0.1392828575486634)	(17, 0.1418039040688202)	(18, 0.14487084648901097)	(19, 0.15147122418942152)	(20, 0.1945076718720984)	(21, 0.2872404972178664)	(22, 0.29270938159820653)	(23, 0.29891274409859236)	(24, 0.3082028997791702)	(25, 0.31587521851964745)	(26, 0.3612143543624675)	(27, 0.37060376384305155)	(28, 0.3858888490440023)	(29, 0.38842974632416033)	(30, 0.3921616892043925)	(31, 0.4001317693448882)	(32, 0.41423573432576544)
ERR1041999 - nextera_transposase_sequence	(1, 0.0007047019800438325)	(2, 0.0008635080600537102)	(3, 0.0009627618600598838)	(4, 0.001687314600104951)	(5, 0.004803883920298802)	(6, 0.005339854440332139)	(7, 0.005548287420345103)	(8, 0.006282765540390788)	(9, 0.006788959920422273)	(10, 0.00898246890055871)	(11, 0.009597842460596986)	(12, 0.009975006900620446)	(13, 0.010759111920669216)	(14, 0.01228762044076429)	(15, 0.013131277740816766)	(16, 0.013587845220845165)	(17, 0.01382605434085998)	(18, 0.014143666500879736)	(19, 0.014788816200919864)	(20, 0.018054266221122977)	(21, 0.024505763221524257)	(22, 0.02540897280158044)	(23, 0.025994570221616862)	(24, 0.027403974181704528)	(25, 0.02866449744178293)	(26, 0.033994426502114455)	(27, 0.046133166242869485)	(28, 0.08770065768545499)	(29, 0.1969790914922521)	(30, 0.3279246298403969)	(31, 0.5497667982341955)	(32, 0.7434605889462432)
ERR1042000 - illumina_universal_adapter	(1, 0.00019247701824402167)	(2, 0.002073502423810597)	(3, 0.002755920943039401)	(4, 0.002983393782782336)	(5, 0.012231039613870103)	(6, 0.017637894035452167)	(7, 0.01951891944101874)	(8, 0.02575692462319999)	(9, 0.027121761661657598)	(10, 0.04147879743158667)	(11, 0.04447968912511846)	(12, 0.04675441752254781)	(13, 0.05067394953042607)	(14, 0.05913418937778829)	(15, 0.06388487214626573)	(16, 0.0674981907160285)	(17, 0.06860930804861899)	(18, 0.06991290239945351)	(19, 0.07314126693272824)	(20, 0.09392878490308257)	(21, 0.1388984155291858)	(22, 0.14162808960610104)	(23, 0.14438401054914043)	(24, 0.14884597779025185)	(25, 0.1524855432261388)	(26, 0.17511034182518606)	(27, 0.1795810580216722)	(28, 0.18712265755468796)	(29, 0.1883650092178994)	(30, 0.19035977104333743)	(31, 0.19378061259485618)	(32, 0.20100724973438172)
ERR1042000 - nextera_transposase_sequence	(1, 5.2493732248369545e-05)	(2, 6.999164299782606e-05)	(3, 9.623850912201084e-05)	(4, 0.0002274728397429347)	(5, 0.0011111173325904888)	(6, 0.0012685985293355974)	(7, 0.0013648370384576082)	(8, 0.0016797994319478254)	(9, 0.0018110337625687493)	(10, 0.0026421845231679336)	(11, 0.002817163630662499)	(12, 0.0029746448274076075)	(13, 0.003228364533274727)	(14, 0.0037183060342595095)	(15, 0.004085762159998096)	(16, 0.0043394818658652155)	(17, 0.0045144609733597805)	(18, 0.004645695303980704)	(19, 0.004908163965222552)	(20, 0.0062467541375559755)	(21, 0.009098913589717388)	(22, 0.009571357179952713)	(23, 0.010008804948689127)	(24, 0.010761215110915757)	(25, 0.011522374228517115)	(26, 0.014103316064061951)	(27, 0.01952766839639347)	(28, 0.038346671407433953)	(29, 0.08196021395045432)	(30, 0.13452393784182168)	(31, 0.2427135200057113)	(32, 0.35064938246373384)
ERR1042001 - illumina_universal_adapter	(1, 5.01997290344126e-05)	(2, 0.0012926430226361245)	(3, 0.0018887648049197743)	(4, 0.0021083886194453293)	(5, 0.0077495831696874455)	(6, 0.011451813185975376)	(7, 0.012832305734421722)	(8, 0.016823184192657523)	(9, 0.017846003671733682)	(10, 0.02688195489792795)	(11, 0.028802094533494232)	(12, 0.030333186269043817)	(13, 0.03291847231431606)	(14, 0.03837141788067913)	(15, 0.04150890094532992)	(16, 0.04364866439542176)	(17, 0.04436401053416214)	(18, 0.045229955860005756)	(19, 0.047407369106873404)	(20, 0.061180919760690365)	(21, 0.09091798424745053)	(22, 0.09270007462817217)	(23, 0.09444451521211801)	(24, 0.09728079990256233)	(25, 0.09946448811555927)	(26, 0.1126858417499977)	(27, 0.11578567501787267)	(28, 0.12061739893743488)	(29, 0.12123862058423573)	(30, 0.12248733884396676)	(31, 0.12497850039729948)	(32, 0.12927057722974175)
ERR1042001 - nextera_transposase_sequence	(1, 5.647469516371418e-05)	(2, 9.412449193952363e-05)	(3, 0.00011922435645672993)	(4, 0.00026354857743066617)	(5, 0.0009224200210073316)	(6, 0.0010604692758519664)	(7, 0.001123218937144982)	(8, 0.001330292819411934)	(9, 0.0014369672436100609)	(10, 0.0018385650758853617)	(11, 0.001970339364600695)	(12, 0.0020895637210574247)	(13, 0.0022527128404192655)	(14, 0.00254763624849644)	(15, 0.0027547101307633915)	(16, 0.0029178592501252327)	(17, 0.003030808640452661)	(18, 0.0030810083694870734)	(19, 0.0032316075565903112)	(20, 0.004154027577597643)	(21, 0.005923568026060687)	(22, 0.006356540688982496)	(23, 0.006676563961576876)	(24, 0.007184836218050304)	(25, 0.0076240838471014144)	(26, 0.009506573685891887)	(27, 0.01645923615715803)	(28, 0.03961386117428085)	(29, 0.08740400321504165)	(30, 0.14626318550789041)	(31, 0.26099466621604045)	(32, 0.39765715354609943)
ERR1042002 - nextera_transposase_sequence	(1, 3.880654355937498e-05)	(2, 5.432916098312498e-05)	(3, 7.761308711874996e-05)	(4, 0.0001862714090849999)	(5, 0.0007295630189162497)	(6, 0.0008304600321706247)	(7, 0.0008925505018656246)	(8, 0.0009701635889843745)	(9, 0.0010865832196624995)	(10, 0.0013504677158662495)	(11, 0.0014203194942731243)	(12, 0.0014901712726799992)	(13, 0.0015988295946462493)	(14, 0.0016842039904768741)	(15, 0.0017773396950193743)	(16, 0.001823907547290624)	(17, 0.001878236708273749)	(18, 0.001878236708273749)	(19, 0.0019791337215281242)	(20, 0.0024137670093931237)	(21, 0.0030734782499024986)	(22, 0.0033218401286824986)	(23, 0.0035081115377674985)	(24, 0.003888415664649373)	(25, 0.004354094187361873)	(26, 0.005580380963838122)	(27, 0.010524334613302495)	(28, 0.024114386167795612)	(29, 0.05116254702867998)	(30, 0.08451289056360684)	(31, 0.15494676712387243)	(32, 0.23982443919693738)
ERR1042003 - nextera_transposase_sequence	(1, 6.502430211042152e-05)	(2, 6.502430211042152e-05)	(3, 7.947414702384853e-05)	(4, 0.0003106716656386806)	(5, 0.00142330972397256)	(6, 0.0015605832506501165)	(7, 0.001611157707847111)	(8, 0.001741206312067954)	(9, 0.0018640299938320838)	(10, 0.0023119751861483207)	(11, 0.0024636985577393042)	(12, 0.0025214979373930123)	(13, 0.0026515465416138556)	(14, 0.002889968982685401)	(15, 0.002976668052165963)	(16, 0.003020017586906244)	(17, 0.00311394157884352)	(18, 0.003121166501300233)	(19, 0.0032656649504345034)	(20, 0.0036847104529238862)	(21, 0.0046889746744070634)	(22, 0.0051369198667233)	(23, 0.005700463818346954)	(24, 0.006639703737719709)	(25, 0.00769454241639988)	(26, 0.010317189268186882)	(27, 0.01866197470569098)	(28, 0.04287268985813793)	(29, 0.08565868064679528)	(30, 0.13689783070980746)	(31, 0.26525580307577956)	(32, 0.42004976671086636)
ERR1042004 - nextera_transposase_sequence	(1, 3.800062883440595e-05)	(2, 5.320088036816833e-05)	(3, 5.320088036816833e-05)	(4, 0.00011400188650321786)	(5, 0.0004712077975466338)	(6, 0.0005472090552154457)	(7, 0.0005852096840498516)	(8, 0.0006460106901849012)	(9, 0.0006916114447861883)	(10, 0.0009348154693263864)	(11, 0.0010108167269951983)	(12, 0.0010792178588971291)	(13, 0.001162819242332822)	(14, 0.0012464206257685152)	(15, 0.0012844212546029212)	(16, 0.0013528223865048518)	(17, 0.0013680226380386143)	(18, 0.0014136233926399014)	(19, 0.001474424398774951)	(20, 0.0017252285490820302)	(21, 0.002356038987733169)	(22, 0.0024624407484695058)	(23, 0.0025764426349727237)	(24, 0.002713244898776585)	(25, 0.002964049049083664)	(26, 0.004028066656447031)	(27, 0.00912775104602431)	(28, 0.02259517390493778)	(29, 0.04687757573012318)	(30, 0.07694367326390517)	(31, 0.14241875674558663)	(32, 0.22859658281625245)
ERR1042005 - nextera_transposase_sequence	(1, 0.0001553478175495808)	(2, 0.0001553478175495808)	(3, 0.00017864999018201794)	(4, 0.0006524608337082394)	(5, 0.0023612868267536284)	(6, 0.00250886725342573)	(7, 0.0025865411622005203)	(8, 0.002734121588872622)	(9, 0.0030525846148492628)	(10, 0.0035729998036403586)	(11, 0.0037516497938223765)	(12, 0.003821556311719688)	(13, 0.0039536019566368315)	(14, 0.004070112819799018)	(15, 0.004140019337696328)	(16, 0.004225460637348598)	(17, 0.004264297591735993)	(18, 0.004303134546123389)	(19, 0.004380808454898179)	(20, 0.004707038871752298)	(21, 0.005328430141950622)	(22, 0.005576986650029951)	(23, 0.005794473594599364)	(24, 0.006345958346900376)	(25, 0.0070760930893834055)	(26, 0.008994638636120728)	(27, 0.017841696845569355)	(28, 0.041648749885042614)	(29, 0.08214792592021833)	(30, 0.13001835589812166)	(31, 0.24313486924684893)	(32, 0.3729668077639111)
ERR1042006 - nextera_transposase_sequence	(1, 0.00011694306919034141)	(2, 0.00013643358072206499)	(3, 0.0001754146037855121)	(4, 0.0005457343228882599)	(5, 0.0025532570106557876)	(6, 0.002702684265732335)	(7, 0.0027871431490364704)	(8, 0.002982048264353706)	(9, 0.003189947054025424)	(10, 0.003904599143521955)	(11, 0.004067020072952985)	(12, 0.0041514789562571205)	(13, 0.004287912536979185)	(14, 0.00442434611770125)	(15, 0.004515301838182627)	(16, 0.004625748070195727)	(17, 0.004671225930436416)	(18, 0.0047037101163226215)	(19, 0.004768678488095033)	(20, 0.005067532998248128)	(21, 0.005782185087744658)	(22, 0.005957599691530171)	(23, 0.006184988992733612)	(24, 0.006633270757963255)	(25, 0.007250470289801168)	(26, 0.009115062559669389)	(27, 0.01988681859953528)	(28, 0.0465303478634014)	(29, 0.09197572391820352)	(30, 0.14647769099807986)	(31, 0.2697811637849404)	(32, 0.42458780004424346)
ERR1042007 - nextera_transposase_sequence	(1, 0.0)	(2, 2.5515107495147876e-05)	(3, 2.5515107495147876e-05)	(4, 2.5515107495147876e-05)	(5, 3.4020143326863835e-05)	(6, 3.4020143326863835e-05)	(7, 3.4020143326863835e-05)	(8, 3.4020143326863835e-05)	(9, 5.953525082201171e-05)	(10, 0.00011056546581230746)	(11, 0.00011907050164402342)	(12, 0.00013608057330745534)	(13, 0.0001445856091391713)	(14, 0.0001445856091391713)	(15, 0.00017860575246603515)	(16, 0.00022113093162461493)	(17, 0.0002636561107831947)	(18, 0.0002721611466149107)	(19, 0.00032319136160520646)	(20, 0.00039123164825893413)	(21, 0.0004762820065760937)	(22, 0.0005868474723884012)	(23, 0.0009100388339936076)	(24, 0.0015309064497088726)	(25, 0.002066723707106978)	(26, 0.003589125120984135)	(27, 0.012927654464208257)	(28, 0.02870449593204136)	(29, 0.05181267828681362)	(30, 0.087074556845108)	(31, 0.18809737245423014)	(32, 0.3281923226742554)
ERR1042008 - nextera_transposase_sequence	(1, 0.0)	(2, 1.3899989575007819e-05)	(3, 1.3899989575007819e-05)	(4, 1.3899989575007819e-05)	(5, 1.3899989575007819e-05)	(6, 1.3899989575007819e-05)	(7, 2.7799979150015638e-05)	(8, 2.7799979150015638e-05)	(9, 5.5599958300031275e-05)	(10, 9.729992702505473e-05)	(11, 9.729992702505473e-05)	(12, 0.00012509990617507038)	(13, 0.00016679987490009383)	(14, 0.00018069986447510165)	(15, 0.00019459985405010947)	(16, 0.00030579977065017203)	(17, 0.0005142996142752893)	(18, 0.0005559995830003128)	(19, 0.000694999478750391)	(20, 0.0007922994057754457)	(21, 0.0010146992389755709)	(22, 0.0015011988741008445)	(23, 0.0021961983528512355)	(24, 0.003224797581401814)	(25, 0.0038641971018521736)	(26, 0.004948396288702784)	(27, 0.010661292004030997)	(28, 0.020419084685686487)	(29, 0.035792473155645134)	(30, 0.06274455294158529)	(31, 0.14246099315425514)	(32, 0.26818639886020085)
ERR1042009 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 2.1631588522192605e-05)	(14, 2.1631588522192605e-05)	(15, 4.326317704438521e-05)	(16, 0.00010815794261096301)	(17, 0.00017305270817754084)	(18, 0.00019468429669973342)	(19, 0.00021631588522192603)	(20, 0.00023794747374411863)	(21, 0.0003244738278328891)	(22, 0.0003677370048772743)	(23, 0.000713842421232356)	(24, 0.0010815794261096303)	(25, 0.0013627900768981341)	(26, 0.0022280536177858383)	(27, 0.00739800327458987)	(28, 0.015639638501545254)	(29, 0.028964697031215896)	(30, 0.05128849638611866)	(31, 0.1117055231286026)	(32, 0.19859961422225028)
ERR1042010 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.3039033651138047e-05)	(10, 1.3039033651138047e-05)	(11, 1.3039033651138047e-05)	(12, 1.3039033651138047e-05)	(13, 3.911710095341414e-05)	(14, 3.911710095341414e-05)	(15, 3.911710095341414e-05)	(16, 3.911710095341414e-05)	(17, 7.823420190682828e-05)	(18, 7.823420190682828e-05)	(19, 9.127323555796633e-05)	(20, 0.00013039033651138048)	(21, 0.0001955855047670707)	(22, 0.00040421004318527947)	(23, 0.0006910687835103165)	(24, 0.0011735130286024242)	(25, 0.0014864498362297373)	(26, 0.0025817286629253333)	(27, 0.009101245488494357)	(28, 0.019141301399870653)	(29, 0.03589645964158304)	(30, 0.06042288193937371)	(31, 0.13915256712494523)	(32, 0.252566081822544)
ERR1042011 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 9.419496228386613e-06)	(9, 1.8838992456773225e-05)	(10, 3.767798491354645e-05)	(11, 4.7097481141933065e-05)	(12, 5.651697737031968e-05)	(13, 6.593647359870629e-05)	(14, 6.593647359870629e-05)	(15, 8.477546605547951e-05)	(16, 0.00011303395474063936)	(17, 0.0001601314358825724)	(18, 0.00017897042833934563)	(19, 0.0002166484132528921)	(20, 0.00026374589439482515)	(21, 0.0003202628717651448)	(22, 0.00047097481141933063)	(23, 0.0006216867510735164)	(24, 0.0010738225700360738)	(25, 0.0014882804040850849)	(26, 0.0027410734024605043)	(27, 0.009570208168040798)	(28, 0.019752683590926728)	(29, 0.034852136045030464)	(30, 0.05744950749692995)	(31, 0.12748346195498442)	(32, 0.22651062580401288)
ERR1042012 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.322403732521249e-05)	(6, 3.322403732521249e-05)	(7, 3.322403732521249e-05)	(8, 3.322403732521249e-05)	(9, 9.967211197563748e-05)	(10, 0.00016612018662606247)	(11, 0.00016612018662606247)	(12, 0.00016612018662606247)	(13, 0.00019934422395127496)	(14, 0.00023256826127648745)	(15, 0.00026579229860169994)	(16, 0.00026579229860169994)	(17, 0.00026579229860169994)	(18, 0.00026579229860169994)	(19, 0.00026579229860169994)	(20, 0.00026579229860169994)	(21, 0.0002990163359269124)	(22, 0.0002990163359269124)	(23, 0.0004319124852277624)	(24, 0.0005980326718538248)	(25, 0.0010631691944067998)	(26, 0.0016612018662606246)	(27, 0.004717813300180174)	(28, 0.010166555421515023)	(29, 0.018306444566192084)	(30, 0.032360212354756966)	(31, 0.0787077444234284)	(32, 0.14804631032114687)
ERR1042013 - nextera_transposase_sequence	(1, 0.0)	(2, 8.484675191785477e-05)	(3, 0.0002545402557535643)	(4, 0.00042423375958927385)	(5, 0.0007636207672606929)	(6, 0.0008484675191785477)	(7, 0.0010181610230142572)	(8, 0.0012727012787678215)	(9, 0.0017817817902749502)	(10, 0.0025878259334945705)	(11, 0.0028423661892481348)	(12, 0.003096906445001699)	(13, 0.003309023324796336)	(14, 0.003648410332467755)	(15, 0.004030220716098101)	(16, 0.004284760971851665)	(17, 0.004412031099728448)	(18, 0.0045817246035641575)	(19, 0.004751418107399867)	(20, 0.005005958363153431)	(21, 0.005218075242948068)	(22, 0.005387768746783777)	(23, 0.0056847323784962695)	(24, 0.006024119386167689)	(25, 0.006618046649592672)	(26, 0.007381667416853365)	(27, 0.01086038424548541)	(28, 0.016290576368228116)	(29, 0.02413890092062968)	(30, 0.03729014746789717)	(31, 0.08264073636799055)	(32, 0.14759092496110837)
ERR1042014 - nextera_transposase_sequence	(1, 0.0)	(2, 3.245830082093535e-05)	(3, 3.245830082093535e-05)	(4, 9.737490246280603e-05)	(5, 0.0001298332032837414)	(6, 0.0001298332032837414)	(7, 0.0001298332032837414)	(8, 0.0001298332032837414)	(9, 0.0002596664065674828)	(10, 0.00042195791067215947)	(11, 0.0004544162114930948)	(12, 0.0005517911139559009)	(13, 0.0005842494147768362)	(14, 0.0005842494147768362)	(15, 0.0006491660164187068)	(16, 0.0006491660164187068)	(17, 0.0007140826180605775)	(18, 0.0007140826180605775)	(19, 0.0007140826180605775)	(20, 0.0007789992197024482)	(21, 0.0008439158213443189)	(22, 0.0009088324229861896)	(23, 0.0009737490246280603)	(24, 0.0012009571303746077)	(25, 0.0015579984394048965)	(26, 0.0023369976591073446)	(27, 0.007660158993740741)	(28, 0.016423900215393285)	(29, 0.030510802771679224)	(30, 0.051413948500361586)	(31, 0.11613580033730667)	(32, 0.20198800600868064)
ERR1042015 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.6772776966120876e-05)	(5, 3.6772776966120876e-05)	(6, 3.6772776966120876e-05)	(7, 3.6772776966120876e-05)	(8, 3.6772776966120876e-05)	(9, 0.0001470911078644835)	(10, 0.00022063666179672524)	(11, 0.0002574094387628461)	(12, 0.000294182215728967)	(13, 0.000294182215728967)	(14, 0.00033095499269508786)	(15, 0.0003677277696612087)	(16, 0.000588364431457934)	(17, 0.0007354555393224174)	(18, 0.0008457738702207801)	(19, 0.0010664105320175054)	(20, 0.0012135016398819888)	(21, 0.0015444566325770767)	(22, 0.0021695938410011316)	(23, 0.003272777149984758)	(24, 0.005037870444358559)	(25, 0.005846871537613219)	(26, 0.007428100947156417)	(27, 0.01643743130385603)	(28, 0.0343457736863569)	(29, 0.06538199744576291)	(30, 0.11991602568652017)	(31, 0.24457573960166992)	(32, 0.4248726650665606)
