Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1042697 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.997937119468094e-05)	(5, 0.0001498968559734047)	(6, 0.0001498968559734047)	(7, 0.0001498968559734047)	(8, 0.0001498968559734047)	(9, 0.00017987622716808565)	(10, 0.00026981434075212845)	(11, 0.00026981434075212845)	(12, 0.00026981434075212845)	(13, 0.00026981434075212845)	(14, 0.00026981434075212845)	(15, 0.00026981434075212845)	(16, 0.0003897318255308522)	(17, 0.0004496905679202141)	(18, 0.0005396286815042569)	(19, 0.0007794636510617044)	(20, 0.0011092367342031948)	(21, 0.0021884940972117088)	(22, 0.0032377720890255416)	(23, 0.004736740648759588)	(24, 0.0077346777682276826)	(25, 0.011272243569200034)	(26, 0.015469355536455365)	(27, 0.019936281844462826)	(28, 0.028900113831672427)	(29, 0.04370992320184481)	(30, 0.0658946578859087)	(31, 0.12576346216168655)	(32, 0.177118125018175)
ERR1042698 - nextera_transposase_sequence	(1, 8.597000964870075e-05)	(2, 8.597000964870075e-05)	(3, 8.597000964870075e-05)	(4, 0.00020059668918030174)	(5, 0.000573133397658005)	(6, 0.000573133397658005)	(7, 0.000573133397658005)	(8, 0.000573133397658005)	(9, 0.000573133397658005)	(10, 0.0006017900675409052)	(11, 0.0006017900675409052)	(12, 0.0006017900675409052)	(13, 0.0006304467374238055)	(14, 0.0007450734169554065)	(15, 0.0007450734169554065)	(16, 0.0007450734169554065)	(17, 0.0007450734169554065)	(18, 0.0007450734169554065)	(19, 0.0007450734169554065)	(20, 0.000802386756721207)	(21, 0.000802386756721207)	(22, 0.0008310434266041072)	(23, 0.0009743267760186085)	(24, 0.0011749234651989102)	(25, 0.0013468634844963118)	(26, 0.0021492502412175187)	(27, 0.005473423947633948)	(28, 0.013927141563089522)	(29, 0.026908613020043333)	(30, 0.04381604825095448)	(31, 0.090784330189028)	(32, 0.15251079711679513)
ERR1042699 - nextera_transposase_sequence	(1, 9.856392363267197e-05)	(2, 9.856392363267197e-05)	(3, 0.00013141856484356264)	(4, 0.00042711033574157855)	(5, 0.0009199299539049384)	(6, 0.0009199299539049384)	(7, 0.0009199299539049384)	(8, 0.0009199299539049384)	(9, 0.000952784595115829)	(10, 0.0010842031599593916)	(11, 0.0010842031599593916)	(12, 0.0011170578011702823)	(13, 0.0011170578011702823)	(14, 0.001149912442381173)	(15, 0.0011827670835920635)	(16, 0.0012156217248029543)	(17, 0.0012156217248029543)	(18, 0.001248476366013845)	(19, 0.001248476366013845)	(20, 0.0012813310072247357)	(21, 0.0014456042132791889)	(22, 0.0017084413429663142)	(23, 0.0018727145490207674)	(24, 0.002201260961129674)	(25, 0.002365534167184127)	(26, 0.0033183187622999565)	(27, 0.0065380736009672405)	(28, 0.013601821461308733)	(29, 0.02539663765601848)	(30, 0.04251390572689251)	(31, 0.09672406372486209)	(32, 0.15628952824020687)
ERR1042700 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.9545606302432372e-05)	(5, 8.863681890729711e-05)	(6, 8.863681890729711e-05)	(7, 8.863681890729711e-05)	(8, 8.863681890729711e-05)	(9, 0.00011818242520972949)	(10, 0.00011818242520972949)	(11, 0.00011818242520972949)	(12, 0.00014772803151216185)	(13, 0.00014772803151216185)	(14, 0.00014772803151216185)	(15, 0.00014772803151216185)	(16, 0.00014772803151216185)	(17, 0.00014772803151216185)	(18, 0.00014772803151216185)	(19, 0.00014772803151216185)	(20, 0.00017727363781459423)	(21, 0.00023636485041945898)	(22, 0.0003250016693267561)	(23, 0.0004136384882340532)	(24, 0.0005318209134437826)	(25, 0.0010636418268875653)	(26, 0.0018022819844483746)	(27, 0.004697751402086747)	(28, 0.011670514489460786)	(29, 0.020061466679351582)	(30, 0.032795622995699936)	(31, 0.07079127270062796)	(32, 0.11945288628073408)
ERR1042701 - nextera_transposase_sequence	(1, 0.00010541517767728198)	(2, 0.00013176897209660248)	(3, 0.00013176897209660248)	(4, 0.00021083035535456396)	(5, 0.0003425993274511664)	(6, 0.0003425993274511664)	(7, 0.0003425993274511664)	(8, 0.0003425993274511664)	(9, 0.0003425993274511664)	(10, 0.00039530691628980743)	(11, 0.0004216607107091279)	(12, 0.0004216607107091279)	(13, 0.0004216607107091279)	(14, 0.0004480145051284484)	(15, 0.0004480145051284484)	(16, 0.0004480145051284484)	(17, 0.0005007220939670894)	(18, 0.0005007220939670894)	(19, 0.0005270758883864099)	(20, 0.0005270758883864099)	(21, 0.0005534296828057304)	(22, 0.0006588448604830123)	(23, 0.0007642600381602944)	(24, 0.0010805055711921403)	(25, 0.0014231048986433066)	(26, 0.0020028883758683577)	(27, 0.004717329201058368)	(28, 0.011595669544501017)	(29, 0.021610111423842806)	(30, 0.03615740594330772)	(31, 0.07518737547832137)	(32, 0.12162276124516408)
ERR1042703 - nextera_transposase_sequence	(1, 2.7810617481921012e-05)	(2, 2.7810617481921012e-05)	(3, 5.5621234963842025e-05)	(4, 8.343185244576303e-05)	(5, 0.00011124246992768405)	(6, 0.00013905308740960507)	(7, 0.00013905308740960507)	(8, 0.00013905308740960507)	(9, 0.00016686370489152607)	(10, 0.00016686370489152607)	(11, 0.00016686370489152607)	(12, 0.00016686370489152607)	(13, 0.00016686370489152607)	(14, 0.0001946743223734471)	(15, 0.0001946743223734471)	(16, 0.0002502955573372891)	(17, 0.0002502955573372891)	(18, 0.00030591679230113116)	(19, 0.0005284017321564992)	(20, 0.0006118335846022623)	(21, 0.0011680459342406826)	(22, 0.002057985693662155)	(23, 0.002586387425818654)	(24, 0.004143782004806231)	(25, 0.005701176583793807)	(26, 0.0071473286928537)	(27, 0.009372178091407382)	(28, 0.014684006030454295)	(29, 0.02775499624695717)	(30, 0.04677745860459114)	(31, 0.09338805350429076)	(32, 0.12856848461892084)
ERR1042709 - nextera_transposase_sequence	(1, 4.26597955955894e-05)	(2, 4.26597955955894e-05)	(3, 4.26597955955894e-05)	(4, 0.00010664948898897351)	(5, 0.0002559587735735364)	(6, 0.0002559587735735364)	(7, 0.0002559587735735364)	(8, 0.0002559587735735364)	(9, 0.0002559587735735364)	(10, 0.0002559587735735364)	(11, 0.0002559587735735364)	(12, 0.00029861856916912584)	(13, 0.00029861856916912584)	(14, 0.00029861856916912584)	(15, 0.0003412783647647152)	(16, 0.0003626082625625099)	(17, 0.00040526805815809935)	(18, 0.00042659795595589406)	(19, 0.0004905876493492781)	(20, 0.0005972371383382517)	(21, 0.0009385155031029668)	(22, 0.0015570825392390132)	(23, 0.0021543196775772647)	(24, 0.0031781547718714104)	(25, 0.004116670274974378)	(26, 0.005247154858257497)	(27, 0.007401474535834762)	(28, 0.012947247963261384)	(29, 0.02399613502251904)	(30, 0.03675141390560027)	(31, 0.07051664211950928)	(32, 0.10202090116685206)
ERR1042727 - nextera_transposase_sequence	(1, 0.00011524372992478234)	(2, 0.00011524372992478234)	(3, 0.0001344510182455794)	(4, 0.00032652390145354994)	(5, 0.0005378040729823176)	(6, 0.0005378040729823176)	(7, 0.0005378040729823176)	(8, 0.0005570113613031146)	(9, 0.0005954259379447088)	(10, 0.0006146332262655059)	(11, 0.000691462379548694)	(12, 0.000691462379548694)	(13, 0.0007106696678694911)	(14, 0.0007682915328318823)	(15, 0.0007682915328318823)	(16, 0.0007874988211526794)	(17, 0.0007874988211526794)	(18, 0.0008643279744358675)	(19, 0.0009219498393982587)	(20, 0.0009411571277190558)	(21, 0.001037193569323041)	(22, 0.0011524372992478234)	(23, 0.0012676810291726056)	(24, 0.0015942049306261557)	(25, 0.0017862778138341261)	(26, 0.002420118328420429)	(27, 0.00508993140501122)	(28, 0.012561566561801275)	(29, 0.024700572780545015)	(30, 0.03843378392991491)	(31, 0.07185446560810178)	(32, 0.11101812649420699)
ERR1042729 - nextera_transposase_sequence	(1, 3.397034236245217e-05)	(2, 4.246292795306522e-05)	(3, 5.095551354367826e-05)	(4, 7.643327031551738e-05)	(5, 0.0001188961982685826)	(6, 0.00012738878385919566)	(7, 0.00013588136944980869)	(8, 0.00013588136944980869)	(9, 0.00013588136944980869)	(10, 0.00016985171181226088)	(11, 0.0001783442974028739)	(12, 0.00018683688299348696)	(13, 0.0001953294685841)	(14, 0.00020382205417471304)	(15, 0.00022929981094655218)	(16, 0.00032271825244329565)	(17, 0.0004076441083494261)	(18, 0.0005010625498461695)	(19, 0.0008492585590613043)	(20, 0.0012229323250482781)	(21, 0.0024713424068683954)	(22, 0.0038726190293195475)	(23, 0.004934192228146178)	(24, 0.007286638436745991)	(25, 0.00920596278022454)	(26, 0.011719768115045999)	(27, 0.014581769459082594)	(28, 0.021528704472204063)	(29, 0.03916780474390735)	(30, 0.0606795240449302)	(31, 0.1103611497500165)	(32, 0.14403425161679723)
ERR1042739 - nextera_transposase_sequence	(1, 5.3588643923288926e-05)	(2, 5.3588643923288926e-05)	(3, 5.3588643923288926e-05)	(4, 0.00013397160980822232)	(5, 0.00032153186353973354)	(6, 0.00032153186353973354)	(7, 0.00032153186353973354)	(8, 0.00032153186353973354)	(9, 0.000348326185501378)	(10, 0.000401914829424667)	(11, 0.0004555034733479559)	(12, 0.00048229779530960037)	(13, 0.00048229779530960037)	(14, 0.0006162694051178227)	(15, 0.0006162694051178227)	(16, 0.000696652371002756)	(17, 0.000696652371002756)	(18, 0.000696652371002756)	(19, 0.0007234466929644006)	(20, 0.000750241014926045)	(21, 0.0008306239808109784)	(22, 0.0009378012686575562)	(23, 0.0010181842345424897)	(24, 0.0012325388102356453)	(25, 0.0015272763518137345)	(26, 0.002143545756931557)	(27, 0.005600013289983693)	(28, 0.01519238055225241)	(29, 0.027196236791069132)	(30, 0.04244220598724483)	(31, 0.07823942012800184)	(32, 0.12483474601930156)
ERR1042742 - nextera_transposase_sequence	(1, 1.6084178154790915e-05)	(2, 1.6084178154790915e-05)	(3, 1.6084178154790915e-05)	(4, 1.6084178154790915e-05)	(5, 9.650506892874548e-05)	(6, 0.00012867342523832732)	(7, 0.00012867342523832732)	(8, 0.00014475760339311824)	(9, 0.00014475760339311824)	(10, 0.00017692595970270005)	(11, 0.00017692595970270005)	(12, 0.00017692595970270005)	(13, 0.00017692595970270005)	(14, 0.00025734685047665464)	(15, 0.00030559938494102734)	(16, 0.000369936097560191)	(17, 0.0004503569883341456)	(18, 0.0005146937009533093)	(19, 0.0006594513043464274)	(20, 0.0008846297985135003)	(21, 0.001849680487800955)	(22, 0.00334550905619651)	(23, 0.004680495843044156)	(24, 0.007334385238584657)	(25, 0.009891769565196412)	(26, 0.01301210012722585)	(27, 0.016245019936338822)	(28, 0.02341856339337557)	(29, 0.03956707826078565)	(30, 0.060074405408144065)	(31, 0.10565696629882151)	(32, 0.13792182767733208)
ERR1042743 - nextera_transposase_sequence	(1, 3.2632224550168866e-05)	(2, 3.2632224550168866e-05)	(3, 3.2632224550168866e-05)	(4, 0.00013052889820067547)	(5, 0.00026105779640135093)	(6, 0.00026105779640135093)	(7, 0.00026105779640135093)	(8, 0.00027737390867643534)	(9, 0.0003100061332266042)	(10, 0.0003589544700518575)	(11, 0.0003752705823269419)	(12, 0.00042421891915219524)	(13, 0.00042421891915219524)	(14, 0.0005057994805276174)	(15, 0.0005221155928027019)	(16, 0.0006363283787282929)	(17, 0.0007015928278286305)	(18, 0.0007994895014791372)	(19, 0.0009300183996798126)	(20, 0.0011584439715309946)	(21, 0.0015173984415828522)	(22, 0.002121094595760976)	(23, 0.002822687423589607)	(24, 0.003899550833745179)	(25, 0.004764304784324654)	(26, 0.006249071001357337)	(27, 0.008663855618069833)	(28, 0.014815029945776664)	(29, 0.026203676313785597)	(30, 0.04039869399310905)	(31, 0.07466252977078636)	(32, 0.10558156253207136)
ERR1042747 - nextera_transposase_sequence	(1, 5.2361718591892156e-05)	(2, 5.2361718591892156e-05)	(3, 6.108867169054084e-05)	(4, 0.00012217734338108169)	(5, 0.00019199296817027124)	(6, 0.00020071992126891993)	(7, 0.00020071992126891993)	(8, 0.00020071992126891993)	(9, 0.00021817382746621732)	(10, 0.00025308163986081207)	(11, 0.00025308163986081207)	(12, 0.00027053554605810945)	(13, 0.00027053554605810945)	(14, 0.000340351170847299)	(15, 0.00038398593634054247)	(16, 0.00040143984253783986)	(17, 0.00044507460803108333)	(18, 0.0005236171859189215)	(19, 0.0006894292947932466)	(20, 0.0008901492160621667)	(21, 0.0016319402294473055)	(22, 0.0026529937419892025)	(23, 0.003316242177486503)	(24, 0.004799824204256781)	(25, 0.005785969904404083)	(26, 0.007156101540891927)	(27, 0.009643283174006805)	(28, 0.017366636666310897)	(29, 0.039018207304058306)	(30, 0.06533869784958277)	(31, 0.12609574532237497)	(32, 0.17156317096633464)
ERR1042751 - nextera_transposase_sequence	(1, 4.323688002097277e-05)	(2, 5.764917336129703e-05)	(3, 7.206146670162128e-05)	(4, 0.00010088605338226979)	(5, 0.00020177210676453958)	(6, 0.00021618440010486383)	(7, 0.00021618440010486383)	(8, 0.00021618440010486383)	(9, 0.00021618440010486383)	(10, 0.00024500898678551236)	(11, 0.00024500898678551236)	(12, 0.00027383357346616086)	(13, 0.00027383357346616086)	(14, 0.00034589504016778217)	(15, 0.00040354421352907917)	(16, 0.0005188425602516732)	(17, 0.0006053163202936187)	(18, 0.0006629654936549158)	(19, 0.0010376851205033464)	(20, 0.001628589147456641)	(21, 0.0030698184814890667)	(22, 0.005534320642684515)	(23, 0.0071052606167798585)	(24, 0.010376851205033465)	(25, 0.012553107499422428)	(26, 0.01573822432763409)	(27, 0.019744841876244233)	(28, 0.028896648147350133)	(29, 0.052503984638801265)	(30, 0.08057913206575291)	(31, 0.14455530220345228)	(32, 0.19782313838929075)
ERR1042752 - nextera_transposase_sequence	(1, 1.7098149877594345e-05)	(2, 1.7098149877594345e-05)	(3, 1.7098149877594345e-05)	(4, 0.0001538833488983491)	(5, 0.00029066854791910386)	(6, 0.00032486484767429253)	(7, 0.00032486484767429253)	(8, 0.00032486484767429253)	(9, 0.00032486484767429253)	(10, 0.00032486484767429253)	(11, 0.00032486484767429253)	(12, 0.00032486484767429253)	(13, 0.00032486484767429253)	(14, 0.0003419629975518869)	(15, 0.0003761592973070756)	(16, 0.0004274537469398586)	(17, 0.0004616500466950473)	(18, 0.0004616500466950473)	(19, 0.0005129444963278304)	(20, 0.0005642389459606133)	(21, 0.0007694167444917456)	(22, 0.0010600852924108493)	(23, 0.0012994593906971701)	(24, 0.0016072260884938685)	(25, 0.0019491890860457554)	(26, 0.0026160169312719347)	(27, 0.00625792285519953)	(28, 0.016345831282980193)	(29, 0.03171706802293751)	(30, 0.05163641263033492)	(31, 0.10164850102229839)	(32, 0.16378317767747624)
ERR1042753 - nextera_transposase_sequence	(1, 5.015266471138145e-05)	(2, 6.26908308892268e-05)	(3, 6.26908308892268e-05)	(4, 0.0001629961603119897)	(5, 0.0003259923206239794)	(6, 0.0003259923206239794)	(7, 0.00033853048680182473)	(8, 0.0003510686529796701)	(9, 0.0003886831515132062)	(10, 0.0004137594838688969)	(11, 0.0004137594838688969)	(12, 0.00043883581622458764)	(13, 0.00043883581622458764)	(14, 0.000451373982402433)	(15, 0.00046391214858027837)	(16, 0.0005642174780030412)	(17, 0.0006645228074258041)	(18, 0.0008024426353821032)	(19, 0.0009779769618719382)	(20, 0.0014669654428079073)	(21, 0.002557785900280454)	(22, 0.0039495223460212885)	(23, 0.005115571800560908)	(24, 0.0067329952375029594)	(25, 0.007986811855287495)	(26, 0.009955303945209217)	(27, 0.01543448256492764)	(28, 0.028825244042866485)	(29, 0.06077249146401647)	(30, 0.09611758191936254)	(31, 0.1679487359522386)	(32, 0.23674565377007611)
ERR1042754 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 6.294964736394417e-05)	(5, 0.00023606117761479066)	(6, 0.00026753600129676274)	(7, 0.00026753600129676274)	(8, 0.00026753600129676274)	(9, 0.0002832734131377488)	(10, 0.00034622306050169295)	(11, 0.000361960472342679)	(12, 0.000361960472342679)	(13, 0.00039343529602465106)	(14, 0.0004091727078656371)	(15, 0.0004406475315476092)	(16, 0.0004721223552295813)	(17, 0.0004721223552295813)	(18, 0.0005035971789115534)	(19, 0.0005665468262754976)	(20, 0.0006767087091623999)	(21, 0.0008812950630952184)	(22, 0.0011960432999149394)	(23, 0.00143210447752973)	(24, 0.0018727520090773392)	(25, 0.002250449893261004)	(26, 0.0031789571918791806)	(27, 0.006153328029825543)	(28, 0.014620055600276034)	(29, 0.03300135263054773)	(30, 0.055647488269726646)	(31, 0.1016007308454059)	(32, 0.15340829062593195)
ERR1042755 - nextera_transposase_sequence	(1, 4.0966078448401584e-05)	(2, 4.0966078448401584e-05)	(3, 4.0966078448401584e-05)	(4, 8.193215689680317e-05)	(5, 0.00010241519612100396)	(6, 0.00012289823534520475)	(7, 0.00014338127456940556)	(8, 0.00014338127456940556)	(9, 0.00016386431379360634)	(10, 0.00016386431379360634)	(11, 0.00018434735301780714)	(12, 0.00020483039224200792)	(13, 0.00022531343146620872)	(14, 0.0002457964706904095)	(15, 0.0003072455883630119)	(16, 0.0003686947060356143)	(17, 0.000491592941380819)	(18, 0.000594008137501823)	(19, 0.0007988385297438309)	(20, 0.0012289823534520476)	(21, 0.0027447272560429063)	(22, 0.004608683825445178)	(23, 0.005858149218121427)	(24, 0.007804037944420502)	(25, 0.009524613239253368)	(26, 0.011450018926328243)	(27, 0.014194746182371149)	(28, 0.02191685196989485)	(29, 0.05106421678593258)	(30, 0.08983861003734468)	(31, 0.15364327722073015)	(32, 0.20485087528123214)
ERR1042756 - nextera_transposase_sequence	(1, 8.220377356422546e-05)	(2, 9.590440249159638e-05)	(3, 9.590440249159638e-05)	(4, 0.00016440754712845093)	(5, 0.00032881509425690186)	(6, 0.00032881509425690186)	(7, 0.0003562163521116437)	(8, 0.0003562163521116437)	(9, 0.0003562163521116437)	(10, 0.0003836176099663855)	(11, 0.0003973182388937564)	(12, 0.0004110188678211273)	(13, 0.0004110188678211273)	(14, 0.00042471949674849824)	(15, 0.00045212075460324006)	(16, 0.0005069232703127238)	(17, 0.0005206238992400946)	(18, 0.0005480251570948364)	(19, 0.0006713308174411747)	(20, 0.0008768402513517383)	(21, 0.0011645534588265274)	(22, 0.0015207698109381712)	(23, 0.0018769861630498147)	(24, 0.0026990238986920696)	(25, 0.0031100427665131966)	(26, 0.004274596225339725)	(27, 0.0078093584886014195)	(28, 0.017029881756722043)	(29, 0.03699169810390146)	(30, 0.062392664135247126)	(31, 0.10867338865190607)	(32, 0.15583095341991673)
ERR1042757 - nextera_transposase_sequence	(1, 0.0)	(2, 3.294300267563068e-05)	(3, 3.294300267563068e-05)	(4, 9.882900802689203e-05)	(5, 0.00019765801605378406)	(6, 0.00019765801605378406)	(7, 0.00023060101872941473)	(8, 0.00023060101872941473)	(9, 0.00026354402140504543)	(10, 0.0002964870240806761)	(11, 0.0002964870240806761)	(12, 0.0002964870240806761)	(13, 0.0003294300267563068)	(14, 0.0003953160321075681)	(15, 0.0003953160321075681)	(16, 0.0005270880428100909)	(17, 0.0006588600535126135)	(18, 0.0006588600535126135)	(19, 0.0006918030561882442)	(20, 0.0013506631097008578)	(21, 0.0024048391953210395)	(22, 0.004743792385290818)	(23, 0.005896797478937892)	(24, 0.00879578171439339)	(25, 0.01024527383212114)	(26, 0.012287739998010243)	(27, 0.014494921177277497)	(28, 0.02088586369634985)	(29, 0.045955488732504796)	(30, 0.07395704100679087)	(31, 0.12370097504699319)	(32, 0.15479916957278855)
ERR1042758 - nextera_transposase_sequence	(1, 8.680545006282111e-05)	(2, 8.680545006282111e-05)	(3, 8.680545006282111e-05)	(4, 0.00019097199013820644)	(5, 0.0003993050702889771)	(6, 0.0003993050702889771)	(7, 0.0004166661603015413)	(8, 0.0004340272503141055)	(9, 0.00045138834032666973)	(10, 0.0005208327003769266)	(11, 0.0005381937903894908)	(12, 0.0005729159704146193)	(13, 0.0006249992404523119)	(14, 0.0006770825104900046)	(15, 0.0008159712305905183)	(16, 0.0010937486707915459)	(17, 0.0013715261109925735)	(18, 0.001579859191143344)	(19, 0.002048608621482578)	(20, 0.00300346857217361)	(21, 0.006545130934736711)	(22, 0.01081595907782751)	(23, 0.013715261109925735)	(24, 0.018871504843657308)	(25, 0.022604139196358616)	(26, 0.026597189899248388)	(27, 0.03204857216319355)	(28, 0.04647563796363442)	(29, 0.09449641293838705)	(30, 0.15184009324988668)	(31, 0.24039901340397676)	(32, 0.30335032578953464)
ERR1042759 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.5808729441411344e-05)	(5, 0.00012904364720705674)	(6, 0.00012904364720705674)	(7, 0.00012904364720705674)	(8, 0.00012904364720705674)	(9, 0.00012904364720705674)	(10, 0.0002322785649727021)	(11, 0.0002322785649727021)	(12, 0.0002322785649727021)	(13, 0.0002322785649727021)	(14, 0.0002580872944141135)	(15, 0.0002838960238555248)	(16, 0.0002838960238555248)	(17, 0.0002838960238555248)	(18, 0.00033551348273834746)	(19, 0.00038713094162117016)	(20, 0.00043874840050399285)	(21, 0.0009291142598908084)	(22, 0.0015485237664846806)	(23, 0.0019098459786644395)	(24, 0.0025292554852583116)	(25, 0.0030970475329693613)	(26, 0.0037680744984460563)	(27, 0.005910199042083198)	(28, 0.012181720296346154)	(29, 0.02779600160840002)	(30, 0.047307401066106994)	(31, 0.08728512297085317)	(32, 0.1303082749496859)
ERR1042760 - nextera_transposase_sequence	(1, 3.0840348613132654e-05)	(2, 3.0840348613132654e-05)	(3, 3.0840348613132654e-05)	(4, 0.0003700841833575918)	(5, 0.000894370109780847)	(6, 0.0009097902840874133)	(7, 0.0009560508070071122)	(8, 0.0010331516785399438)	(9, 0.0011256727243793418)	(10, 0.0012490341188318725)	(11, 0.0013415551646712705)	(12, 0.0014494963848172347)	(13, 0.0014803367334303673)	(14, 0.0015728577792697652)	(15, 0.0015728577792697652)	(16, 0.0017733200452551277)	(17, 0.0021434042286127193)	(18, 0.0024672278890506124)	(19, 0.002883572595327903)	(20, 0.0038087830537218825)	(21, 0.006846557392115449)	(22, 0.010023113299268112)	(23, 0.012690803454304086)	(24, 0.017023872434449226)	(25, 0.020292949387441285)	(26, 0.024440976275907626)	(27, 0.031133331924957413)	(28, 0.052413172468018944)	(29, 0.1102234059433361)	(30, 0.18107910688200837)	(31, 0.28266721521366733)	(32, 0.3758975890711673)
ERR1042761 - nextera_transposase_sequence	(1, 3.690124728060871e-05)	(2, 3.690124728060871e-05)	(3, 5.5351870920913064e-05)	(4, 9.225311820152177e-05)	(5, 0.00012915436548213048)	(6, 0.00012915436548213048)	(7, 0.00014760498912243483)	(8, 0.00014760498912243483)	(9, 0.00014760498912243483)	(10, 0.00018450623640304354)	(11, 0.00018450623640304354)	(12, 0.00018450623640304354)	(13, 0.0002398581073239566)	(14, 0.0002767593546045653)	(15, 0.00029520997824486966)	(16, 0.00029520997824486966)	(17, 0.0003690124728060871)	(18, 0.00040591372008669577)	(19, 0.0004981668382882176)	(20, 0.0006457718274106524)	(21, 0.0008671793110943047)	(22, 0.0013837967730228266)	(23, 0.0017528092458289136)	(24, 0.0026199885569232182)	(25, 0.003228859137053262)	(26, 0.004428149673673045)	(27, 0.009188410572871569)	(28, 0.01937315482231957)	(29, 0.04038841514862623)	(30, 0.06385760841909337)	(31, 0.1016813868817173)	(32, 0.13821362168951992)
ERR1042762 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 8.658010532036911e-05)	(5, 0.00017316021064073823)	(6, 0.00017316021064073823)	(7, 0.00017316021064073823)	(8, 0.0001948052369708305)	(9, 0.0001948052369708305)	(10, 0.0001948052369708305)	(11, 0.0002164502633009228)	(12, 0.0002164502633009228)	(13, 0.0002164502633009228)	(14, 0.0002164502633009228)	(15, 0.0002813853422911996)	(16, 0.00032467539495138417)	(17, 0.000389610473941661)	(18, 0.00045454555293193786)	(19, 0.0006277057635726761)	(20, 0.0008225110005435066)	(21, 0.0018181822117277514)	(22, 0.002727273317591627)	(23, 0.0032900440021740264)	(24, 0.005064936161241593)	(25, 0.00636363774104713)	(26, 0.007467534083881836)	(27, 0.01101731840201697)	(28, 0.020389614802946928)	(29, 0.04305195737055354)	(30, 0.07220780783718785)	(31, 0.12458877155601115)	(32, 0.17400436666761182)
ERR1042763 - nextera_transposase_sequence	(1, 2.1708516706983e-05)	(2, 2.1708516706983e-05)	(3, 2.1708516706983e-05)	(4, 0.000195376650362847)	(5, 0.000369044784018711)	(6, 0.00041246181743267703)	(7, 0.00041246181743267703)	(8, 0.00043417033413966)	(9, 0.00043417033413966)	(10, 0.00043417033413966)	(11, 0.000455878850846643)	(12, 0.000499295884260609)	(13, 0.000521004400967592)	(14, 0.00065125550120949)	(15, 0.000694672534623456)	(16, 0.000955174735107252)	(17, 0.00130251100241898)	(18, 0.001476179136074844)	(19, 0.0021708516706983)	(20, 0.002930649755442705)	(21, 0.005948133577713342)	(22, 0.009595164384486486)	(23, 0.012026518255668582)	(24, 0.016693849347669928)	(25, 0.020666507905047815)	(26, 0.02472600052925364)	(27, 0.030760968173794912)	(28, 0.0481494900560883)	(29, 0.09412812844147829)	(30, 0.15484684967090975)	(31, 0.25338180700390556)	(32, 0.3355919597732502)
ERR1042764 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 4.1353454453925563e-05)	(5, 0.00011027587854380151)	(6, 0.00011027587854380151)	(7, 0.0001378448481797519)	(8, 0.0001378448481797519)	(9, 0.00017919830263367746)	(10, 0.00019298278745165265)	(11, 0.00019298278745165265)	(12, 0.00019298278745165265)	(13, 0.00019298278745165265)	(14, 0.00028947418117747896)	(15, 0.00030325866599545414)	(16, 0.00035839660526735493)	(17, 0.0004548879989931812)	(18, 0.0005100259382650819)	(19, 0.0006065173319909083)	(20, 0.0008684225435324369)	(21, 0.0014887243603413204)	(22, 0.0021365951467861542)	(23, 0.002619052115415286)	(24, 0.003583966052673549)	(25, 0.0042042678694824325)	(26, 0.00510025938265082)	(27, 0.008601518526416517)	(28, 0.01774063196073407)	(29, 0.037438660765620614)	(30, 0.0626642679825152)	(31, 0.11558290519872196)	(32, 0.1657859989057876)
ERR1042765 - nextera_transposase_sequence	(1, 1.73260799432259e-05)	(2, 1.73260799432259e-05)	(3, 3.46521598864518e-05)	(4, 6.93043197729036e-05)	(5, 0.00025989119914838853)	(6, 0.00025989119914838853)	(7, 0.00025989119914838853)	(8, 0.0002945433590348403)	(9, 0.00031186943897806624)	(10, 0.00031186943897806624)	(11, 0.00036384767880774394)	(12, 0.0003984998386941957)	(13, 0.0005371084782400029)	(14, 0.0005890867180696806)	(15, 0.0007796735974451655)	(16, 0.0012821299157987167)	(17, 0.0018712166338683974)	(18, 0.002269716472562593)	(19, 0.003136020469723888)	(20, 0.004504780785238734)	(21, 0.010083778526957474)	(22, 0.018330992579933005)	(23, 0.023026360244547222)	(24, 0.03257303029326469)	(25, 0.040404418427602805)	(26, 0.047386828644722837)	(27, 0.054005391183035135)	(28, 0.07309873128047008)	(29, 0.1307079470916962)	(30, 0.20224733117727595)	(31, 0.3137406556119346)	(32, 0.3996953382102783)
